"GridSeen","GridDone","Generation","PartID","PrevPartID","TrialNb","DateTime","ChainNb","TetrominoDone","BinTetroDone","TopBottomDone","RightLeftDone","TetrominoSeen","BinTetroSeen","TopBottomSeen","RightLeftSeen","Score","Symmetry","SymmetryBin","TrialName"
1158,1678,1,"A_01","A_seed",1,"Wed Jul 11 15:18:44 2018",1,"S shape",1,"Und","Right","None",0,"Und","Und",1,"None",0,1
1274,1624,1,"A_01","A_seed",2,"Wed Jul 11 15:18:51 2018",1,"Square",1,"Und","Right","None",0,"Und","Und",1,"None",0,2
1467,841,1,"A_01","A_seed",3,"Wed Jul 11 15:18:58 2018",1,"Square",1,"Top","Right","None",0,"Und","Und",1,"None",0,3
207,479,1,"A_01","A_seed",4,"Wed Jul 11 15:19:05 2018",1,"Square",1,"Top","Und","None",0,"Und","Und",1,"None",0,4
1633,9,1,"A_01","A_seed",5,"Wed Jul 11 15:19:16 2018",1,"None",0,"Und","Und","None",0,"Und","Und",1,"None",0,5
615,1811,1,"A_01","A_seed",6,"Wed Jul 11 15:19:23 2018",1,"Square",1,"Bottom","Right","None",0,"Und","Und",1,"None",0,6
1259,1010,1,"A_01","A_seed",7,"Wed Jul 11 15:19:29 2018",1,"Line",1,"Und","Right","None",0,"Und","Right",0,"None",0,7
1760,266,1,"A_01","A_seed",8,"Wed Jul 11 15:19:37 2018",1,"Line",1,"Und","Left","Square",1,"Bottom","Left",0,"None",0,8
1769,682,1,"A_01","A_seed",9,"Wed Jul 11 15:19:45 2018",1,"Line",1,"Und","Left","None",0,"Bottom","Und",1,"None",0,9
800,1326,1,"A_01","A_seed",10,"Wed Jul 11 15:19:54 2018",1,"Line",1,"Top","Und","None",0,"Und","Und",1,"None",0,10
1157,682,1,"A_01","A_seed",11,"Wed Jul 11 15:20:01 2018",1,"Line",1,"Und","Left","None",0,"Und","Und",1,"None",0,11
624,1001,1,"A_01","A_seed",12,"Wed Jul 11 15:20:11 2018",1,"L shape",1,"Und","Und","None",0,"Und","Und",1,"None",0,12
1542,1778,1,"A_01","A_seed",13,"Wed Jul 11 15:20:18 2018",1,"None",0,"Bottom","Und","None",0,"Und","Und",1,"None",0,13
893,1734,1,"A_01","A_seed",14,"Wed Jul 11 15:20:25 2018",1,"T shape",1,"Und","Right","None",0,"Und","Und",1,"None",0,14
1247,1678,1,"A_01","A_seed",15,"Wed Jul 11 15:20:33 2018",1,"S shape",1,"Und","Right","None",0,"Und","Und",1,"None",0,15
1688,459,1,"A_01","A_seed",16,"Wed Jul 11 15:20:41 2018",1,"L shape",1,"Top","Und","None",0,"Und","Und",1,"None",0,16
465,1632,1,"A_01","A_seed",17,"Wed Jul 11 15:20:48 2018",1,"L shape",1,"Und","Right","None",0,"Und","Und",1,"None",0,17
1297,1010,1,"A_01","A_seed",18,"Wed Jul 11 15:20:55 2018",1,"Line",1,"Und","Right","None",0,"Und","Und",1,"None",0,18
433,1701,1,"A_01","A_seed",19,"Wed Jul 11 15:21:02 2018",1,"None",0,"Und","Und","None",0,"Und","Und",1,"None",0,19
1112,1624,1,"A_01","A_seed",20,"Wed Jul 11 15:21:10 2018",1,"Square",1,"Und","Right","None",0,"Und","Und",1,"None",0,20
9,1343,2,"A_02","A_01",7,"Wed Jul 11 16:08:46 2018",1,"Square",1,"Und","Left","None",0,"Und","Und",1,"None",0,5
266,682,2,"A_02","A_01",4,"Wed Jul 11 16:08:27 2018",1,"Line",1,"Und","Left","Line",1,"Und","Left",1,"None",0,8
459,266,2,"A_02","A_01",6,"Wed Jul 11 16:08:39 2018",1,"Line",1,"Und","Left","L shape",1,"Top","Und",1,"None",0,16
479,266,2,"A_02","A_01",3,"Wed Jul 11 16:08:21 2018",1,"Line",1,"Und","Left","Square",1,"Top","Und",1,"None",0,4
682,1010,2,"A_02","A_01",18,"Wed Jul 11 16:09:59 2018",1,"Line",1,"Und","Right","Line",1,"Und","Left",1,"Vert",1,11
682,1010,2,"A_02","A_01",2,"Wed Jul 11 16:08:14 2018",1,"Line",1,"Und","Right","Line",1,"Und","Left",1,"Vert",1,9
841,26,2,"A_02","A_01",1,"Wed Jul 11 16:08:08 2018",1,"Square",1,"Top","Left","Square",1,"Top","Right",1,"Vert",1,3
1001,26,2,"A_02","A_01",8,"Wed Jul 11 16:08:53 2018",1,"Square",1,"Top","Left","L shape",1,"Und","Und",1,"None",0,12
1010,26,2,"A_02","A_01",16,"Wed Jul 11 16:09:46 2018",1,"Square",1,"Top","Left","Line",1,"Und","Right",1,"Vert",1,18
1010,682,2,"A_02","A_01",11,"Wed Jul 11 16:09:14 2018",1,"Line",1,"Und","Left","Line",1,"Und","Right",1,"Vert",1,7
1326,1,2,"A_02","A_01",14,"Wed Jul 11 16:09:32 2018",1,"Line",1,"Top","Und","Line",1,"Top","Und",1,"None",0,10
1624,682,2,"A_02","A_01",5,"Wed Jul 11 16:08:33 2018",1,"Line",1,"Und","Left","Square",1,"Und","Right",1,"Vert",1,2
1624,1,2,"A_02","A_01",9,"Wed Jul 11 16:09:01 2018",1,"Line",1,"Top","Und","Square",1,"Und","Right",1,"None",0,20
1632,1793,2,"A_02","A_01",20,"Wed Jul 11 16:10:12 2018",1,"Square",1,"Bottom","Und","L shape",1,"Und","Right",1,"None",0,17
1678,1588,2,"A_02","A_01",12,"Wed Jul 11 16:09:20 2018",1,"L shape",1,"Und","Und","S shape",1,"Und","Right",1,"None",0,15
1678,1,2,"A_02","A_01",17,"Wed Jul 11 16:09:53 2018",1,"Line",1,"Top","Und","S shape",1,"Und","Right",1,"None",0,1
1701,943,2,"A_02","A_01",19,"Wed Jul 11 16:10:06 2018",1,"S shape",1,"Und","Und","None",0,"Und","Und",1,"None",0,19
1734,458,2,"A_02","A_01",13,"Wed Jul 11 16:09:26 2018",1,"T shape",1,"Top","Und","T shape",1,"Und","Right",1,"None",0,14
1778,1509,2,"A_02","A_01",15,"Wed Jul 11 16:09:39 2018",1,"L shape",1,"Und","Und","None",0,"Bottom","Und",1,"None",0,13
1811,1509,2,"A_02","A_01",10,"Wed Jul 11 16:09:07 2018",1,"L shape",1,"Und","Und","Square",1,"Bottom","Right",1,"None",0,6
1,1326,3,"A_03","A_02",14,"Wed Jul 11 16:17:11 2018",1,"Line",1,"Top","Und","Line",1,"Top","Und",1,"None",0,1
1,1326,3,"A_03","A_02",12,"Wed Jul 11 16:16:59 2018",1,"Line",1,"Top","Und","Line",1,"Top","Und",1,"None",0,20
1,1450,3,"A_03","A_02",18,"Wed Jul 11 16:17:36 2018",1,"L shape",1,"Und","Left","Line",1,"Top","Und",1,"None",0,10
26,841,3,"A_03","A_02",20,"Wed Jul 11 16:17:48 2018",1,"Square",1,"Top","Right","Square",1,"Top","Left",1,"Vert",1,18
26,1639,3,"A_03","A_02",6,"Wed Jul 11 16:16:22 2018",1,"L shape",1,"Und","Und","Square",1,"Top","Left",1,"None",0,12
26,841,3,"A_03","A_02",4,"Wed Jul 11 16:16:09 2018",1,"Square",1,"Top","Right","Square",1,"Top","Left",1,"Vert",1,3
266,1819,3,"A_03","A_02",9,"Wed Jul 11 16:16:41 2018",1,"L shape",1,"Bottom","Und","Line",1,"Und","Left",1,"None",0,16
266,682,3,"A_03","A_02",19,"Wed Jul 11 16:17:42 2018",1,"Line",1,"Und","Left","Line",1,"Und","Left",1,"None",0,4
458,266,3,"A_03","A_02",5,"Wed Jul 11 16:16:16 2018",1,"Line",1,"Und","Left","T shape",1,"Top","Und",1,"None",0,14
682,266,3,"A_03","A_02",17,"Wed Jul 11 16:17:30 2018",1,"Line",1,"Und","Left","Line",1,"Und","Left",1,"None",0,2
682,266,3,"A_03","A_02",15,"Wed Jul 11 16:17:17 2018",1,"Line",1,"Und","Left","Line",1,"Und","Left",1,"None",0,7
682,1811,3,"A_03","A_02",11,"Wed Jul 11 16:16:53 2018",1,"Square",1,"Bottom","Right","Line",1,"Und","Left",1,"Vert",1,8
943,29,3,"A_03","A_02",13,"Wed Jul 11 16:17:05 2018",1,"L shape",1,"Und","Left","S shape",1,"Und","Und",1,"None",0,19
1010,26,3,"A_03","A_02",3,"Wed Jul 11 16:16:03 2018",1,"Square",1,"Top","Left","Line",1,"Und","Right",1,"Vert",1,9
1010,26,3,"A_03","A_02",1,"Wed Jul 11 16:15:50 2018",1,"Square",1,"Top","Left","Line",1,"Und","Right",1,"Vert",1,11
1343,4,3,"A_03","A_02",16,"Wed Jul 11 16:17:24 2018",1,"L shape",1,"Top","Und","Square",1,"Und","Left",1,"None",0,5
1509,1811,3,"A_03","A_02",10,"Wed Jul 11 16:16:47 2018",1,"Square",1,"Bottom","Right","L shape",1,"Und","Und",1,"None",0,13
1509,1811,3,"A_03","A_02",8,"Wed Jul 11 16:16:34 2018",1,"Square",1,"Bottom","Right","L shape",1,"Und","Und",1,"None",0,6
1588,1,3,"A_03","A_02",2,"Wed Jul 11 16:15:57 2018",1,"Line",1,"Top","Und","L shape",1,"Und","Und",1,"None",0,15
1793,1346,3,"A_03","A_02",7,"Wed Jul 11 16:16:28 2018",1,"L shape",1,"Und","Left","Square",1,"Bottom","Und",1,"None",0,17
1,1326,4,"A_04","A_03",8,"Fri Jul 13 13:39:50 2018",1,"Line",1,"Top","Und","Line",1,"Top","Und",1,"None",0,15
4,1255,4,"A_04","A_03",17,"Fri Jul 13 13:40:47 2018",1,"L shape",1,"Und","Right","L shape",1,"Top","Und",1,"None",0,5
26,1001,4,"A_04","A_03",11,"Fri Jul 13 13:40:08 2018",1,"L shape",1,"Und","Und","Square",1,"Top","Left",1,"None",0,9
26,1001,4,"A_04","A_03",15,"Fri Jul 13 13:40:34 2018",1,"L shape",1,"Und","Und","Square",1,"Top","Left",1,"None",0,11
29,1585,4,"A_04","A_03",1,"Fri Jul 13 13:39:05 2018",1,"L shape",1,"Und","Left","L shape",1,"Und","Left",1,"None",0,19
266,682,4,"A_04","A_03",10,"Fri Jul 13 13:40:02 2018",1,"Line",1,"Und","Left","Line",1,"Und","Left",1,"None",0,14
266,1506,4,"A_04","A_03",14,"Fri Jul 13 13:40:28 2018",1,"Square",1,"Und","Und","Line",1,"Und","Left",1,"None",0,7
266,682,4,"A_04","A_03",6,"Fri Jul 13 13:39:37 2018",1,"Line",1,"Und","Left","Line",1,"Und","Left",1,"None",0,2
682,1010,4,"A_04","A_03",19,"Fri Jul 13 13:41:00 2018",1,"Line",1,"Und","Right","Line",1,"Und","Left",1,"Vert",1,4
841,1576,4,"A_04","A_03",9,"Fri Jul 13 13:39:56 2018",1,"L shape",1,"Und","Und","Square",1,"Top","Right",1,"None",0,3
841,685,4,"A_04","A_03",12,"Fri Jul 13 13:40:15 2018",1,"None",0,"Und","Und","Square",1,"Top","Right",1,"None",0,18
1326,853,4,"A_04","A_03",16,"Fri Jul 13 13:40:41 2018",1,"L shape",1,"Und","Right","Line",1,"Top","Und",0,"None",0,1
1326,871,4,"A_04","A_03",7,"Fri Jul 13 13:39:44 2018",1,"None",0,"Und","Right","Line",1,"Top","Und",1,"None",0,20
1346,1662,4,"A_04","A_03",2,"Fri Jul 13 13:39:12 2018",1,"S shape",1,"Und","Und","L shape",1,"Und","Left",1,"None",0,17
1450,1632,4,"A_04","A_03",13,"Fri Jul 13 13:40:22 2018",1,"L shape",1,"Und","Right","L shape",1,"Und","Left",1,"Vert",1,10
1639,26,4,"A_04","A_03",20,"Fri Jul 13 13:41:07 2018",1,"Square",1,"Top","Left","L shape",1,"Und","Und",1,"None",0,12
1811,1492,4,"A_04","A_03",4,"Fri Jul 13 13:39:25 2018",1,"L shape",1,"Und","Und","Square",1,"Bottom","Right",1,"None",0,13
1811,1492,4,"A_04","A_03",5,"Fri Jul 13 13:39:31 2018",1,"L shape",1,"Und","Und","Square",1,"Bottom","Right",1,"None",0,6
1811,841,4,"A_04","A_03",3,"Fri Jul 13 13:39:19 2018",1,"Square",1,"Top","Right","Square",1,"Bottom","Right",1,"Horiz",1,8
1819,1618,4,"A_04","A_03",18,"Fri Jul 13 13:40:54 2018",1,"S shape",1,"Und","Und","L shape",1,"Bottom","Und",1,"None",0,16
26,1010,5,"A_05","A_04",15,"Fri Jul 13 13:56:42 2018",1,"Line",1,"Und","Right","Square",1,"Top","Left",1,"Vert",1,12
682,1010,5,"A_05","A_04",16,"Fri Jul 13 13:56:49 2018",1,"Line",1,"Und","Right","Line",1,"Und","Left",1,"Vert",1,14
682,1010,5,"A_05","A_04",1,"Fri Jul 13 13:55:03 2018",1,"Line",1,"Und","Right","Line",1,"Und","Left",1,"Vert",1,2
685,841,5,"A_05","A_04",17,"Fri Jul 13 13:56:55 2018",1,"Square",1,"Top","Right","None",0,"Und","Und",1,"None",0,18
841,682,5,"A_05","A_04",4,"Fri Jul 13 13:55:26 2018",1,"Line",1,"Und","Left","Square",1,"Top","Right",1,"Vert",1,8
853,266,5,"A_05","A_04",9,"Fri Jul 13 13:56:01 2018",1,"Line",1,"Und","Left","L shape",1,"Und","Right",1,"Vert",1,1
871,266,5,"A_05","A_04",12,"Fri Jul 13 13:56:21 2018",1,"Line",1,"Und","Left","None",0,"Und","Right",1,"Vert",1,20
1001,266,5,"A_05","A_04",10,"Fri Jul 13 13:56:07 2018",1,"Line",1,"Und","Left","L shape",1,"Und","Und",1,"None",0,11
1001,26,5,"A_05","A_04",6,"Fri Jul 13 13:55:40 2018",1,"Square",1,"Top","Left","L shape",1,"Und","Und",1,"None",0,9
1010,682,5,"A_05","A_04",2,"Fri Jul 13 13:55:09 2018",1,"Line",1,"Und","Left","Line",1,"Und","Right",1,"Vert",1,4
1255,266,5,"A_05","A_04",13,"Fri Jul 13 13:56:28 2018",1,"Line",1,"Und","Left","L shape",1,"Und","Right",1,"Vert",1,5
1326,1,5,"A_05","A_04",14,"Fri Jul 13 13:56:35 2018",1,"Line",1,"Top","Und","Line",1,"Top","Und",1,"None",0,15
1492,1,5,"A_05","A_04",7,"Fri Jul 13 13:55:47 2018",1,"Line",1,"Top","Und","L shape",1,"Und","Und",1,"None",0,6
1492,1811,5,"A_05","A_04",19,"Fri Jul 13 13:57:08 2018",1,"Square",1,"Bottom","Right","L shape",1,"Und","Und",1,"None",0,13
1506,1,5,"A_05","A_04",20,"Fri Jul 13 13:57:19 2018",1,"Line",1,"Top","Und","Square",1,"Und","Und",1,"None",0,7
1576,1,5,"A_05","A_04",11,"Fri Jul 13 13:56:14 2018",1,"Line",1,"Top","Und","L shape",1,"Und","Und",1,"None",0,3
1585,1010,5,"A_05","A_04",18,"Fri Jul 13 13:57:02 2018",1,"Line",1,"Und","Right","L shape",1,"Und","Left",1,"Vert",1,19
1618,266,5,"A_05","A_04",3,"Fri Jul 13 13:55:19 2018",1,"Line",1,"Und","Left","S shape",1,"Und","Und",1,"None",0,16
1632,682,5,"A_05","A_04",5,"Fri Jul 13 13:55:33 2018",1,"Line",1,"Und","Left","L shape",1,"Und","Right",1,"Vert",1,10
1662,1,5,"A_05","A_04",8,"Fri Jul 13 13:55:54 2018",1,"Line",1,"Top","Und","S shape",1,"Und","Und",1,"None",0,17
1,1334,6,"A_06","A_05",3,"Fri Jul 13 14:40:45 2018",1,"None",0,"Und","Und","Line",1,"Top","Und",1,"None",0,7
1,1326,6,"A_06","A_05",18,"Fri Jul 13 14:42:22 2018",1,"Line",1,"Top","Und","Line",1,"Top","Und",1,"None",0,6
1,1330,6,"A_06","A_05",20,"Fri Jul 13 14:42:34 2018",1,"None",0,"Und","Und","Line",1,"Top","Und",1,"None",0,15
1,1326,6,"A_06","A_05",2,"Fri Jul 13 14:40:39 2018",1,"Line",1,"Top","Und","Line",1,"Top","Und",1,"None",0,17
1,1326,6,"A_06","A_05",11,"Fri Jul 13 14:41:35 2018",1,"Line",1,"Top","Und","Line",1,"Top","Und",1,"None",0,3
26,841,6,"A_06","A_05",8,"Fri Jul 13 14:41:17 2018",1,"Square",1,"Top","Right","Square",1,"Top","Left",1,"Vert",1,9
266,680,6,"A_06","A_05",12,"Fri Jul 13 14:41:41 2018",1,"None",0,"Und","Und","Line",1,"Und","Left",1,"None",0,16
266,682,6,"A_06","A_05",14,"Fri Jul 13 14:41:57 2018",1,"Line",1,"Und","Left","Line",1,"Und","Left",1,"None",0,11
266,684,6,"A_06","A_05",15,"Fri Jul 13 14:42:02 2018",1,"None",0,"Und","Und","Line",1,"Und","Left",1,"None",0,1
266,841,6,"A_06","A_05",5,"Fri Jul 13 14:40:59 2018",1,"Square",1,"Top","Right","Line",1,"Und","Left",1,"Vert",1,5
266,1010,6,"A_06","A_05",17,"Fri Jul 13 14:42:16 2018",1,"Line",1,"Und","Right","Line",1,"Und","Left",1,"Vert",1,20
682,1010,6,"A_06","A_05",9,"Fri Jul 13 14:41:23 2018",1,"Line",1,"Und","Right","Line",1,"Und","Left",1,"Vert",1,10
682,1010,6,"A_06","A_05",1,"Fri Jul 13 14:40:33 2018",1,"Line",1,"Und","Right","Line",1,"Und","Left",1,"Vert",1,4
682,841,6,"A_06","A_05",13,"Fri Jul 13 14:41:51 2018",1,"Square",1,"Top","Right","Line",1,"Und","Left",1,"Vert",1,8
841,680,6,"A_06","A_05",4,"Fri Jul 13 14:40:51 2018",1,"None",0,"Und","Und","Square",1,"Top","Right",1,"None",0,18
1010,1263,6,"A_06","A_05",10,"Fri Jul 13 14:41:29 2018",1,"Line",1,"Und","Right","Line",1,"Und","Right",1,"None",0,19
1010,1263,6,"A_06","A_05",19,"Fri Jul 13 14:42:29 2018",1,"Line",1,"Und","Right","Line",1,"Und","Right",1,"None",0,14
1010,853,6,"A_06","A_05",16,"Fri Jul 13 14:42:09 2018",1,"L shape",1,"Und","Right","Line",1,"Und","Right",0,"None",0,12
1010,1263,6,"A_06","A_05",6,"Fri Jul 13 14:41:05 2018",1,"Line",1,"Und","Right","Line",1,"Und","Right",1,"None",0,2
1811,841,6,"A_06","A_05",7,"Fri Jul 13 14:41:11 2018",1,"Square",1,"Top","Right","Square",1,"Bottom","Right",1,"Horiz",1,13
680,1010,7,"A_07","A_06",1,"Mon Jul 16 11:15:26 2018",1,"Line",1,"Und","Right","None",0,"Und","Und",1,"None",0,18
680,1558,7,"A_07","A_06",3,"Mon Jul 16 11:15:43 2018",1,"T shape",1,"Und","Left","None",0,"Und","Und",0,"None",0,16
682,266,7,"A_07","A_06",6,"Mon Jul 16 11:16:03 2018",1,"Line",1,"Und","Left","Line",1,"Und","Left",1,"None",0,11
684,1019,7,"A_07","A_06",11,"Mon Jul 16 11:16:35 2018",1,"None",0,"Und","Und","None",0,"Und","Und",1,"None",0,1
841,682,7,"A_07","A_06",10,"Mon Jul 16 11:16:29 2018",1,"Line",1,"Und","Left","Square",1,"Top","Right",1,"Vert",1,13
841,1811,7,"A_07","A_06",17,"Mon Jul 16 11:17:12 2018",1,"Square",1,"Bottom","Right","Square",1,"Top","Right",1,"Horiz",1,8
841,1811,7,"A_07","A_06",18,"Mon Jul 16 11:17:18 2018",1,"Square",1,"Bottom","Right","Square",1,"Top","Right",1,"Horiz",1,5
841,682,7,"A_07","A_06",7,"Mon Jul 16 11:16:10 2018",1,"Line",1,"Und","Left","Square",1,"Top","Right",1,"Vert",1,9
853,724,7,"A_07","A_06",2,"Mon Jul 16 11:15:34 2018",1,"None",0,"Und","Und","L shape",1,"Und","Right",1,"None",0,12
1010,682,7,"A_07","A_06",16,"Mon Jul 16 11:17:06 2018",1,"Line",1,"Und","Left","Line",1,"Und","Right",1,"Vert",1,4
1010,682,7,"A_07","A_06",8,"Mon Jul 16 11:16:16 2018",1,"Line",1,"Und","Left","Line",1,"Und","Right",1,"Vert",1,20
1010,1760,7,"A_07","A_06",5,"Mon Jul 16 11:15:57 2018",1,"Square",1,"Bottom","Left","Line",1,"Und","Right",1,"Vert",1,10
1263,1010,7,"A_07","A_06",19,"Mon Jul 16 11:17:23 2018",1,"Line",1,"Und","Right","Line",1,"Und","Right",1,"None",0,14
1263,1010,7,"A_07","A_06",13,"Mon Jul 16 11:16:47 2018",1,"Line",1,"Und","Right","Line",1,"Und","Right",1,"None",0,19
1263,1010,7,"A_07","A_06",9,"Mon Jul 16 11:16:22 2018",1,"Line",1,"Und","Right","Line",1,"Und","Right",1,"None",0,2
1326,1751,7,"A_07","A_06",12,"Mon Jul 16 11:16:41 2018",1,"Line",1,"Bottom","Und","Line",1,"Top","Und",1,"Horiz",1,3
1326,1751,7,"A_07","A_06",14,"Mon Jul 16 11:16:53 2018",1,"Line",1,"Bottom","Und","Line",1,"Top","Und",1,"Horiz",1,6
1326,64,7,"A_07","A_06",4,"Mon Jul 16 11:15:50 2018",1,"None",0,"Und","Left","Line",1,"Top","Und",1,"None",0,17
1330,1755,7,"A_07","A_06",20,"Mon Jul 16 11:17:30 2018",1,"None",0,"Bottom","Und","None",0,"Und","Und",1,"None",0,15
1334,682,7,"A_07","A_06",15,"Mon Jul 16 11:17:00 2018",1,"Line",1,"Und","Left","None",0,"Und","Und",0,"None",0,7
64,841,8,"A_08","A_07",18,"Mon Jul 16 12:07:01 2018",1,"Square",1,"Top","Right","None",0,"Und","Left",1,"Vert",1,17
266,1263,8,"A_08","A_07",1,"Mon Jul 16 12:04:48 2018",1,"Line",1,"Und","Right","Line",1,"Und","Left",1,"Vert",1,11
682,1010,8,"A_08","A_07",20,"Mon Jul 16 12:07:14 2018",1,"Line",1,"Und","Right","Line",1,"Und","Left",1,"Vert",1,7
682,1263,8,"A_08","A_07",12,"Mon Jul 16 12:06:10 2018",1,"Line",1,"Und","Right","Line",1,"Und","Left",1,"Vert",1,20
682,841,8,"A_08","A_07",16,"Mon Jul 16 12:06:46 2018",1,"Square",1,"Top","Right","Line",1,"Und","Left",1,"Vert",1,9
682,841,8,"A_08","A_07",17,"Mon Jul 16 12:06:54 2018",1,"Square",1,"Top","Right","Line",1,"Und","Left",1,"Vert",1,13
682,1263,8,"A_08","A_07",7,"Mon Jul 16 12:05:33 2018",1,"Line",1,"Und","Right","Line",1,"Und","Left",1,"Vert",1,4
724,1335,8,"A_08","A_07",15,"Mon Jul 16 12:06:38 2018",1,"None",0,"Und","Und","None",0,"Und","Und",1,"None",0,12
1010,682,8,"A_08","A_07",10,"Mon Jul 16 12:05:56 2018",1,"Line",1,"Und","Left","Line",1,"Und","Right",1,"Vert",1,18
1010,682,8,"A_08","A_07",3,"Mon Jul 16 12:05:03 2018",1,"Line",1,"Und","Left","Line",1,"Und","Right",1,"Vert",1,19
1010,682,8,"A_08","A_07",6,"Mon Jul 16 12:05:27 2018",1,"Line",1,"Und","Left","Line",1,"Und","Right",1,"Vert",1,2
1010,1263,8,"A_08","A_07",8,"Mon Jul 16 12:05:42 2018",1,"Line",1,"Und","Right","Line",1,"Und","Right",1,"None",0,14
1019,266,8,"A_08","A_07",13,"Mon Jul 16 12:06:19 2018",1,"Line",1,"Und","Left","None",0,"Und","Und",1,"None",0,1
1558,1263,8,"A_08","A_07",11,"Mon Jul 16 12:06:04 2018",1,"Line",1,"Und","Right","T shape",1,"Und","Left",1,"Vert",1,16
1751,1326,8,"A_08","A_07",9,"Mon Jul 16 12:05:49 2018",1,"Line",1,"Top","Und","Line",1,"Bottom","Und",1,"Horiz",1,6
1751,1326,8,"A_08","A_07",5,"Mon Jul 16 12:05:19 2018",1,"Line",1,"Top","Und","Line",1,"Bottom","Und",1,"Horiz",1,3
1755,1,8,"A_08","A_07",14,"Mon Jul 16 12:06:26 2018",1,"Line",1,"Top","Und","None",0,"Bottom","Und",1,"Horiz",1,15
1760,1263,8,"A_08","A_07",2,"Mon Jul 16 12:04:55 2018",1,"Line",1,"Und","Right","Square",1,"Bottom","Left",1,"Vert",1,10
1811,26,8,"A_08","A_07",19,"Mon Jul 16 12:07:08 2018",1,"Square",1,"Top","Left","Square",1,"Bottom","Right",1,"Rot",1,8
1811,266,8,"A_08","A_07",4,"Mon Jul 16 12:05:12 2018",1,"Line",1,"Und","Left","Square",1,"Bottom","Right",1,"Vert",1,5
1,1350,9,"A_09","A_08",14,"Mon Jul 16 12:30:00 2018",1,"S shape",1,"Und","Und","Line",1,"Top","Und",1,"None",0,15
26,1010,9,"A_09","A_08",6,"Mon Jul 16 12:28:50 2018",1,"Line",1,"Und","Right","Square",1,"Top","Left",1,"Vert",1,8
266,721,9,"A_09","A_08",16,"Mon Jul 16 12:30:13 2018",1,"None",0,"Und","Und","Line",1,"Und","Left",1,"None",0,5
266,1263,9,"A_09","A_08",7,"Mon Jul 16 12:28:58 2018",1,"Line",1,"Und","Right","Line",1,"Und","Left",1,"Vert",1,1
682,1010,9,"A_09","A_08",4,"Mon Jul 16 12:28:38 2018",1,"Line",1,"Und","Right","Line",1,"Und","Left",1,"Vert",1,2
682,1039,9,"A_09","A_08",18,"Mon Jul 16 12:30:28 2018",1,"None",0,"Und","Right","Line",1,"Und","Left",1,"Vert",1,18
682,1259,9,"A_09","A_08",9,"Mon Jul 16 12:29:18 2018",1,"None",0,"Und","Right","Line",1,"Und","Left",1,"Vert",1,19
841,785,9,"A_09","A_08",3,"Mon Jul 16 12:28:31 2018",1,"None",0,"Und","Und","Square",1,"Top","Right",1,"None",0,13
841,325,9,"A_09","A_08",10,"Mon Jul 16 12:29:27 2018",1,"None",0,"Und","Und","Square",1,"Top","Right",1,"None",0,17
841,636,9,"A_09","A_08",12,"Mon Jul 16 12:29:43 2018",1,"None",0,"Und","Left","Square",1,"Top","Right",1,"Vert",1,9
1010,1263,9,"A_09","A_08",15,"Mon Jul 16 12:30:06 2018",1,"Line",1,"Und","Right","Line",1,"Und","Right",1,"None",0,7
1263,961,9,"A_09","A_08",17,"Mon Jul 16 12:30:21 2018",1,"None",0,"Und","Und","Line",1,"Und","Right",1,"None",0,14
1263,1010,9,"A_09","A_08",2,"Mon Jul 16 12:28:25 2018",1,"Line",1,"Und","Right","Line",1,"Und","Right",1,"None",0,4
1263,682,9,"A_09","A_08",11,"Mon Jul 16 12:29:34 2018",1,"Line",1,"Und","Left","Line",1,"Und","Right",1,"Vert",1,11
1263,965,9,"A_09","A_08",19,"Mon Jul 16 12:30:35 2018",1,"None",0,"Und","Und","Line",1,"Und","Right",1,"None",0,20
1263,4,9,"A_09","A_08",13,"Mon Jul 16 12:29:51 2018",1,"L shape",1,"Top","Und","Line",1,"Und","Right",1,"None",0,10
1263,239,9,"A_09","A_08",8,"Mon Jul 16 12:29:06 2018",1,"S shape",1,"Und","Left","Line",1,"Und","Right",1,"Vert",1,16
1326,1751,9,"A_09","A_08",1,"Mon Jul 16 12:28:18 2018",1,"Line",1,"Bottom","Und","Line",1,"Top","Und",1,"Horiz",1,3
1326,1751,9,"A_09","A_08",5,"Mon Jul 16 12:28:44 2018",1,"Line",1,"Bottom","Und","Line",1,"Top","Und",1,"Horiz",1,6
1335,844,9,"A_09","A_08",20,"Mon Jul 16 12:30:43 2018",1,"L shape",1,"Und","Right","None",0,"Und","Und",1,"None",0,12
4,1353,10,"A_10","A_09",19,"Mon Jul 16 14:32:00 2018",1,"L shape",1,"Und","Left","L shape",1,"Top","Und",1,"None",0,10
239,989,10,"A_10","A_09",20,"Mon Jul 16 14:32:10 2018",1,"S shape",1,"Und","Right","S shape",1,"Und","Left",1,"Vert",1,16
325,1437,10,"A_10","A_09",7,"Mon Jul 16 14:30:43 2018",1,"T shape",1,"Und","Left","None",0,"Und","Und",1,"None",0,17
636,312,10,"A_10","A_09",13,"Mon Jul 16 14:31:19 2018",1,"None",0,"Und","Left","None",0,"Und","Left",1,"None",0,9
682,266,10,"A_10","A_09",14,"Mon Jul 16 14:31:24 2018",1,"Line",1,"Und","Left","Line",1,"Und","Left",1,"None",0,11
721,239,10,"A_10","A_09",8,"Mon Jul 16 14:30:48 2018",1,"S shape",1,"Und","Left","None",0,"Und","Und",1,"None",0,5
